7xbWAw3LMgRMn4omR5yVn3,Lose Somebody,Old Current 3,2021-04-20,2020-05-15
4ZTTUAjJCd4NMZmIU7RB4c,Midnight (feat. Liam Payne),Old Current 3,2021-04-20,2020-04-08
31qCy5ZaophVA81wtlwLc4,Anyone,Old Current 3,2021-04-20,2021-01-01
7rpNuuoMbid56XkDsx2FjE,Black And White,Old Current 3,2021-04-20,2020-03-13
5g7rJvWYVrloJZwKiShqlS,Dirty Paws,Old Current 3,2021-04-22,2012-01-01
5HF5PRNJ8KGtbzNPPc93tG,King And Lionheart,Old Current 3,2021-04-22,2012-01-01
66qlqxhEMpSHOzjRK4il0b,Castle on the Hill,Old Current 3,2021-04-23,2017-01-06
7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,Old Current 3,2021-04-23,2017-06-09
2lwwrWVKdf3LR9lbbhnr6R,Float On,Old Current 3,2021-04-25,2004-04-05
0hm8rgOY17z7kQJlqGKbu7,I Will Wait,Old Current 3,2021-04-25,2012-09-25
7qboJUKZAFSsxa9rMRO2L7,I Will Wait,Old Current 3,2021-04-25,2013-05-19
1zi7xx7UVEFkmKfv06H8x0,One Dance,Old Current 3,2021-04-25,2016-05-06
3Gri5flAMOtJrq6u92WMWL,Haul - Max Cooper Remix,Old Current 3,2021-04-25,2017-09-08
0afhq8XCExXpqazXczTSve,Galway Girl,Old Current 3,2021-04-25,2017-03-03
5A1nu0eMw2FMkqJnpJKlZr,Pretty Little Liar (Instrumental Version),Old Current 3,2021-04-25,2019-12-27
4WmVPWe7emICePIwixeowe,Hate Being Away from You,Old Current 3,2021-04-25,2020-05-22
58KjkHLf5nt4lyMAdlh5jS,Even If the Sky Is Falling Down,Old Current 3,2021-04-25,2019-12-27
6eWw4oAAP3TVf4BoKPt1Tp,You Can Take Me High,Old Current 3,2021-04-25,2020-04-03
4Tzo9BeLXXZQkoYiAHzJsh,Give Me Your Attention,Old Current 3,2021-04-25,2019-12-27
3vTiwx5LzYDCedglixoJz1,In the Pale, Grey Dawn,Old Current 3,2021-04-25,2020-11-06
1TSqX33n0SFrgsjEbn0rg7,#2,Old Current 3,2021-04-30,2018-01-26
46exzPPGwXU9Xcoz5u618b,Fountain Of Youth,Old Current 3,2021-05-04,2016-09-09
7LZN7FkxHZk6maiN6NdI2i,Dark Days,Old Current 3,2021-05-04,2016-09-09
53I7CviVHhNYEKth717RLG,Coins,Old Current 3,2021-05-04,2016-09-09
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Old Current 3,2021-05-04,2005-06-07
5wU6jk9kxYzFGUpeE6T2Q5,Crystals,Old Current 3,2021-05-04,2015-06-05
3o1cohFfwd57rAvrbyVE5e,Love Love Love,Old Current 3,2021-05-04,2012-01-01
6HTVZeVQ9J6Uiq6tHESxU9,Welcome Home, Son,Old Current 3,2021-05-04,2007-03-02
1zS85RlXiRuTiWpDIOhICA,It's Not My Fault, I'm Happy,Old Current 3,2021-05-04,2012-07-23
08cXy6KUizaAelYXtcew3w,1957,Old Current 3,2021-05-04,2012-07-16
2iU1xHzVXmyZZiOzGBGtWg,Within,Old Current 3,2021-05-04,2004-08-10
738e4xzLmRkaY1qMDt3mh4,Holograms,Old Current 3,2021-05-04,2014-03-01
1N3QfWDTgcnr7E2G7NliWD,Cibi,Old Current 3,2021-05-04,2014-01-01
7b6UwwF09KUK1QXoUdojjE,Moments Capsuled in Time,Old Current 3,2021-05-04,2018-06-29
4pr31JsI5qADn6dHd7t5cQ,First,Old Current 3,2021-05-04,2019-02-08
4mj0eDXQaPjTIub0CI9dpW,Moments,Old Current 3,2021-05-05,2018-03-23
3K7vPyMCcecKRotnu08MMP,Crazier Things (with Noah Kahan),Old Current 3,2021-05-05,2020-06-26
1BlQWQgGP84r4GYUVty4Ar,Mess,Old Current 3,2021-05-05,2019-06-14
0vp09QgBhShrQOL2w7P8k4,Recovery,Old Current 3,2021-05-06,2015-05-04
5eG8QuQKOBvDeCyoOeMkhT,Alps,Old Current 3,2021-05-06,2016-04-15
0939D7aT18uBDS2MTjWzct,Higher Power,Old Current 3,2021-05-09,2021-05-07
2JDMJhjJmx2GtMz5HFSTim,Life In Color,Old Current 3,2021-05-12,2014-01-01
2kJT4xIBwWNq8Zr4z3yvJk,Magical Thinking - New Dawn Edit,Old Current 3,2021-05-13,2020-03-15
7McExzjmhDI5NQ6l4D9XR9,Remove The Complexities,Old Current 3,2021-05-14,2016-06-17
25kGCuGWAYfyoz7RozlTpO,Motion,Old Current 3,2021-05-14,2019-03-01
0GehqN1MkS7feXJWWk97KU,High And Dry,Old Current 3,2021-05-14,2020-12-11
0z4eTq4BtDiNN5IFQSUBau,About You Now,Old Current 3,2021-05-14,2017-03-10
4OrLA7boWjy9X7fnWLxjld,Unconditional,Old Current 3,2021-05-14,2021-02-26
7FdvD8jMcvUW5xbxSsQTA8,we’ll be fine - acoustic,Old Current 3,2021-05-14,2020-08-07
3UekVNBa1Loh1r7feLHKqa,New York Time,Old Current 3,2021-05-14,2021-04-16
0bQIKSVDrgbBxlxTaqGRqM,Just Tell People How You Feel,Old Current 3,2021-05-14,2021-03-05
1ipAB0J5JVEY0nrMH8TBGJ,Ellipse,Old Current 3,2021-05-16,2015-11-06
55fg1bDXyNUsY2KaSMNFpA,Open Your Eyes,Old Current 3,2021-05-16,2006-01-01
4EKMLcDmI7I5bORpsWgQg1,On Reflection,Old Current 3,2021-05-17,2016-10-21
4xfL2dqtc9NrMmVnp8tiSN,The Swimmer,Old Current 3,2021-05-17,2013-04-09
5idHpiVxmrmS9OPr9X161L,Afghanistan,Old Current 3,2021-05-17,2013-04-09
7vbCfkJf89i4s745KbELgr,20:17,Old Current 3,2021-05-18,2016-03-04
5I6y1KWmUoV5YCaIEcs1qs,Should Have Known Better,Old Current 3,2021-05-20,2015-03-31
0oTtnnedK0C4unALxVTPhz,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),Old Current 3,2021-05-20,2017-12-01
3Q2tKt6gKdn9LUMcHFxNJy,Raging Fire,Old Current 3,2021-05-23,2014-01-01
2e7bvDiFDBNOp7hCnCWdhY,Ghosts - Remastered,Old Current 3,2021-05-23,2017-11-07
06O078Zw6xX8iMh4lpWn01,Dido and Aeneas, Z. 626 / Act III: "When I Am Laid in Earth" Dido's Lamento (Arr. by Mathieu Herzog for Cello and Strings),Old Current 3,2021-05-24,2020-06-05
1p50TN8eyDm3mJHZVgcTxm,Au Revoir,Old Current 3,2021-06-01,2014-01-01
7vbCfkJf89i4s745KbELgr,20:17,Old Current 3,2021-06-13,2016-03-04
2LvSBTryN12uVbpk7DiVvf,Novella,Old Current 3,2021-06-10,2021-05-26
6q6706YiswU2UH0bvoxhnQ,Little Did I Know (Acoustic),Old Current 3,2021-06-10,2021-06-04
3xRgYyyussMdiAPu7VyjTE,Opus 28 - Silfur Version,Old Current 3,2021-06-10,2021-05-28
0APiN9bbtjfKVaPqf5yggs,Stars,Old Current 3,2021-06-10,2015-01-01
4aWpPyXgZsRr2winLc0mjp,Cathedral,Old Current 3,2021-06-10,2020-03-04
5BuDayoi5YIpQT0SGM1YFn,Blueprint For A Slow Machine,Old Current 3,2021-06-14,2016-08-05
6lVKZVN9e1JKd5dSCfnAH7,Coda,Old Current 2,2020-02-27,2013-09-24
62v8pMCmY4QYodGLGpdAeN,A Symphonie Pathetique,Old Current 2,2020-02-27,2013-09-24
3Lg7bZ5KLOh9xmSRwWV7e1,Steep Hills of Vicodin Tears,Old Current 2,2020-02-27,2013-09-24
4Zwo8D1koSzLJCYd5NlX81,Outer Sunset,Old Current 2,2020-02-29,2020-02-28
24dbg7fSLELaEeSGCcPYld,Isabel,Old Current 2,2020-02-29,2016-09-09
6Fvu3D26cOREo4JEt3qDAP,To Resent,Old Current 2,2020-02-29,2016-09-09
1wQJLHftuLDlL8TsO2Wsjd,Lucy Grace,Old Current 2,2020-02-29,2016-09-09
30QPzARblB8Wv4aLzx8HXf,Chennai,Old Current 2,2020-03-01,2020-02-28
71oPcxo65sV4MjI4gZoTHx,Do Or Die,Old Current 2,2020-03-01,2020-02-28
0shptsB4Efvi4T5zNKjeuO,Scars (Come With Livin') - Neon Feather Remix,Old Current 2,2020-03-01,2019-08-23
1C4p7axHOmDCB5mZIYhuqT,Closer,Old Current 2,2020-03-02,2012-10-02
367yPvrZCiD6vHvOZqLO8V,Be Still,Old Current 2,2020-03-02,2014-02-25
68FklWGUQj6uI1bwCBKynh,Attente,Old Current 2,2020-03-03,2017-03-29
0bYAE37VHTj7cex4fEuwy3,Windows,Old Current 2,2020-03-04,2015-09-01
4QqJzSUAtJgZ3AiCjDc89y,Out of Hiding,Old Current 2,2020-03-05,2014-08-25
2wBjgUXl43nSK7k3jVrSac,Defeat,Old Current 2,2020-03-05,2018-08-19
3l9lClq76p5PARSFPvaj1S,...og lengra - Orchestral Version,Old Current 2,2020-03-07,2019-08-30
3d0lJHcX2GTMd1oMMQ2PjO,Deep Blue,Old Current 2,2020-03-08,2020-03-08
5oieTJE0CRk6milnk2R5Qx,Tired Sky,Old Current 2,2020-03-08,2020-03-06
2MDBYZrTM64SbupSOrSqoy,P E A C E,Old Current 2,2020-03-09,2018-02-23
3IpG4SvqxHmbZslvDSIIZP,Brand New,Old Current 2,2020-03-09,2015-08-28
1p3UfowSgujPQMOidFQz57,At First Sight,Old Current 2,2020-02-29,2016-09-09
7uo493ZGC2cWdt3UT3wTPG,Wide Awake,Old Current 2,2020-03-12,2020-03-06
5gVo1sSlrWzb58FHxLTjJB,Beauty in the Light - Acoustic,Old Current 2,2020-03-12,2020-03-06
5TAKAAtBgqcylTFei8fFGg,To Die For - Ólafur Arnalds Remix,Old Current 2,2020-03-12,2020-03-06
7ooreuakogzsZRXguKBcZl,Paris (Refuge),Old Current 2,2020-03-12,2016-11-13
0LnX9xddRVtGaz9n50N4De,Never Be,Old Current 2,2020-03-12,2016-07-01
2sXtyGpTXeeLw5qC5z7dnq,Alma,Old Current 2,2020-03-12,2019-12-06
0Z5q5yuouG636swFJBDme5,Sloh,Old Current 2,2020-03-12,2019-12-06
71KabPyx7u5LF0F04Kvmgk,a.me,Old Current 2,2020-03-12,2019-12-06
6VuhNBbOKOxOYRDNFP6uB3,Ybbs,Old Current 2,2020-03-12,2019-12-06
12KUFSHFgT0XCoiSlvdQi4,Break Free,Old Current 2,2020-03-12,2014-08-25
2QEBXYzURjg7nY8FjbBcUt,All Your Days,Old Current 2,2020-03-15,2019-02-28
2kJT4xIBwWNq8Zr4z3yvJk,Magical Thinking - New Dawn Edit,Old Current 2,2020-03-15,2020-03-15
4q4WxbXwu1z3BAyTe2hTcF,Fading,Old Current 2,2020-03-15,2019-12-06
7EFDyHsuKyKmWkwNH3W0M2,Mutual Love,Old Current 2,2020-03-15,2020-03-13
2ihCaVdNZmnHZWt0fvAM7B,Little Talks,Old Current 2,2020-03-16,2012-01-01
7zdLzxX3JvF8qqW2o6UyMN,Arc - Stripped,Old Current 2,2020-03-17,2018-04-06
0HR67JmWOYHKPrbBdMsFdG,Feelings,Old Current 2,2020-03-18,2018-10-23
7gyxJKiYRQz4wEqUjLbCSn,Home,Old Current 2,2020-03-22,2017-11-17
766gEwWvbjChkV6j6XRR1T,The Proposal,Old Current 2,2020-03-22,2017-11-17
0xsyQLfrHaA5lh10zw6Goc,Sonder,Old Current 2,2020-03-22,2017-11-17
1dLiP3m5YA5gajNJTA22Zn,Fingertips (feat. Jason Walker),Old Current 2,2020-03-23,2018-10-05
577anBvdqX2NHWVLERO6wb,You and Me,Old Current 2,2020-03-23,2017-11-02
29jtZGdgpE2lWm2mkIt6HS,Mess Is Mine,Old Current 2,2020-03-23,2014-09-09
5g7rJvWYVrloJZwKiShqlS,Dirty Paws,Old Current 2,2020-03-23,2012-01-01
5wU6jk9kxYzFGUpeE6T2Q5,Crystals,Old Current 2,2020-03-23,2015-06-05
60ZGteAEtPCnGE6zevgUcd,Mountain Sound,Old Current 2,2020-03-23,2012-01-01
5HF5PRNJ8KGtbzNPPc93tG,King And Lionheart,Old Current 2,2020-03-23,2012-01-01
3fsaxdtRDMEvZu1XC3FN2i,Kilby Girl,Old Current 2,2020-03-24,2019-01-27
7s7g3xa3JirlK9CPyvekbQ,Fantasy,Old Current 2,2020-03-25,2015-11-18
4ASllgoZSrjahHvm4Btvyc,She Will Never Know,Old Current 2,2020-03-30,2018-06-01
47y0HedMqZTBYbTVqkbf65,Forget,Old Current 2,2020-03-30,2020-03-27
03ypwrws1Bug6qmVUAU1vH,Surfacing,Old Current 2,2020-03-31,2020-03-10
1xuA8vy1KA1cfP5UQ7NYSS,Killer + The Sound,Old Current 2,2020-03-31,2018-04-27
5rex1EYt4davYPo4igd2eH,HEIR I,Old Current 2,2020-03-31,2014-10-14
2SiJRb9hzuKiOoyO8hsMv2,HEIR II,Old Current 2,2020-03-31,2014-10-14
09IStsImFySgyp0pIQdqAc,The Middle,Old Current 2,2020-03-31,2018-01-23
4NAmRvqSITAAzKWnC8yRq3,Everything Has Changed,Old Current 2,2020-03-31,2012-10-22
6Q3K9gVUZRMZqZKrXovbM2,I'll Wait,Old Current 2,2020-04-04,2020-04-03
14sOS5L36385FJ3OL8hew4,Happy Now,Old Current 2,2020-04-04,2018-10-26
3Kuu5vASpXK8oRsxOvau6P,Think About You,Old Current 2,2020-04-04,2019-02-14
2PLEixhOvUIrS4CKIv43mL,Adagio for Strings,Old Current 2,2020-04-06,2020-02-07
5bO33fxvcGqZp7Pw3zIQsj,Discovery,Old Current 2,2020-04-06,2017-03-17
2RILQNBg6aOGCCE3DNpeLU,Love Like This,Old Current 2,2020-04-07,2013-07-16
51Cj81PxHI7MxugXIvSCfa,Distant Water,Old Current 2,2020-04-07,2018-06-01
54DyF9ex9JzVsVWn3L3OuR,Ocean Shadows,Old Current 2,2020-04-07,2018-06-01
0B3zQKC0aHkhwwuhFnZi3Y,Thinking,Old Current 2,2020-04-07,2019-09-27
1TnUURhehaoMWKAqQtirm6,Colors,Old Current 2,2020-04-07,2015-08-28
3WtCu35qpzGCLIGa8pczdu,Colors - Audien Remix,Old Current 2,2020-04-07,2016-04-22
0f0akmH768sNyykkYNDL7e,Purple Line,Old Current 2,2020-04-07,2017-02-07
0mjAU3yKR1QnXnHtjGJqTM,Rescue Me,Old Current 2,2020-04-08,2019-05-17
23ZXApiQKmoHSrlfULrj1v,So Small,Old Current 2,2020-04-16,2020-04-09
6FIZLv3NoVLa4Y8dk6L4kC,Miracles - Piano Version,Old Current 2,2020-04-16,2020-04-10
2wBjgUXl43nSK7k3jVrSac,Defeat,Old Current 2,2020-04-16,2018-08-19
63Jo5bfsIPMtf9lVmNK6lJ,Relic,Old Current 2,2020-04-16,2018-08-19
5H8pSg8SL831H5jnZ4N9o8,Serendipity,Old Current 2,2020-04-16,2016-03-14
6lZJ7rwbXcSDeEpKjpZooW,Nightjar,Old Current 2,2020-04-16,2017-05-30
36SQrVxIeTBayrrFFyFTaB,Wandering Jane (feat. Jack Liebeck),Old Current 2,2020-04-16,2011-03-08
6tpovEtTYnaD1V5BBk5uOt,A Thorough Education (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
2vJOyWz6XKmkqzpBaJPKkg,Arrival at Thornfield Hall (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
4acmzQsAeMJa5sGFSog7fu,The End of Childhood (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
4Wmv39NIlg702wvLm46ivS,White Skin Like the Moon (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
48bFgWuYofpZqmIxC82R8V,Awaken (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
2otEJWkJVqEBV4sRRfkGMz,Epilogue,Old Current 2,2020-04-17,2015-09-18
7Ly4vpc0e0JaqKIbCHtSHX,My Edward and I (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
5HYl5suzaNPmqNChj0HjQu,Elegy for Refugees,Old Current 2,2020-04-17,2016-03-25
02BumRY2OTFMkMxrXSVMat,A Game of Badminton (feat. Jack Liebeck),Old Current 2,2020-04-17,2011-03-08
70P3r8WgRSYnrUSDt1Jxbi,Yours (Glory and Praise) [Acoustic],Old Current 2,2020-04-19,2017-03-17
40jLT1g57gFZp7TbeH1u6g,Amazing,Old Current 2,2020-04-20,2020-04-14
4GaVb4spqse4hOwiHpWXVC,Caruso,Old Current 2,2020-04-20,2020-02-07
7c1wz5KEBvOhvMbmCpfXBy,Toward the Light,Old Current 2,2020-04-26,2019-06-04
4ZdC1fqyG5hCBFmbZ4Gz7P,Fire & Stone,Old Current 2,2020-04-26,2020-02-14
2t6KMr9G0u4fy1FiDWn4lC,I Will Fight for You,Old Current 2,2020-04-26,2020-03-20
1ywL354QTtiSEWJDBb64bC,Before the Sun,Old Current 2,2020-04-26,2017-07-11
7bR0EvGhwbmy5VRLgpkcET,Cliffs,Old Current 2,2020-04-26,2018-11-20
5E1mo4yRH7AApbyWHDJDAo,A Better World,Old Current 2,2020-04-26,2018-01-05
3WdhIdHaGHlJbg1FHApDf3,Reborn,Old Current 2,2020-04-26,2019-07-09
2ovKFPahkrm168FaM8oxzd,Infinity,Old Current 2,2020-04-26,2015-03-24
0vguYOlAiC0T2XTiQbNkz6,Intervals,Old Current 2,2020-04-26,2018-05-08
1YNELUE0kT72fUe72GIoS0,Peace,Old Current,2018-08-06,2018-06-22
4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,Old Current,2018-08-12,2002-04-30
2gBqWGl45Tmo4xWumUZb0I,Chasing (feat. Jordin Sparks),Old Current,2018-08-20,2017-01-13
6IaU8sUBHMS5GJ5wyNlyWS,If You Ain't In It,Old Current,2018-08-20,2017-01-13
2OuyrNR5KXgqqXjYN2CB4b,Ocean,Old Current,2018-08-20,2017-03-08
7iQJn2MGdYfRqJcvpnqzzF,Strangers in Love,Old Current,2018-08-20,2016-03-22
2yfu0UdeniTu44iy6Dj6MI,Lion and the Beggar,Old Current,2018-08-20,2017-03-08
5DtsOQk1C99XB9JPruvrXc,Truth,Old Current,2018-08-20,2017-03-08
1m0f922ocfFd9gbvgarAcZ,Fortress,Old Current,2018-08-20,2017-03-08
42gBDDU7RgPBqsYTGxNgNR,Wonder,Old Current,2018-08-20,2017-03-08
0UDpAmtvdeWJzowyiaE9tI,The Bridegroom,Old Current,2018-08-21,2015-11-02
7vyQwt3xnZccpLDtj0X45b,Chariot,Old Current,2018-08-21,2015-06-18
0PwJDwFeyN49B5syuxy0GZ,Heartstrings,Old Current,2018-08-21,2016-02-06
6eA76ARtMIYgFLBIz0S2Cl,Hollow,Old Current,2018-08-22,2017-11-03
6SifPwJ47vd7k1HJwBY2DK,From This Day On,Old Current,2018-08-22,2017-09-25
4za2QYGfHlYml23pChrpXO,Give A Little,Old Current,2018-08-27,2018-07-27
7D3q0UdoJjI08DxIN4ZA4f,Beautiful,Old Current,2018-08-28,2014-11-10
0yzeAUDHKXmNIOOjkRsUDy,Morning Light (Alternate Version) [feat. Rebecca Daniel],Old Current,2018-08-28,2016-09-09
7aud2Ztyc3cMx0xVSi701l,Hold On to You,Old Current,2018-08-29,2017-08-22
1ZWfzy4U8OTynj7mTjzAOi,Throwing Stones,Old Current,2018-08-29,2016-10-24
5xXPWbWGHBIe7UCOh3ekQ0,Endless Story,Old Current,2018-08-29,2017-05-09
5sml5GrLj7g9WIpC2R3Tgk,Replaced,Old Current,2018-09-02,2016-07-01
6VUbwpeIcgWoITiQmJaoJd,Mess With Your Heart,Old Current,2018-09-02,2016-07-01
0qJGlogD7AyMLAJfQ42aI2,Heaven Knows,Old Current,2018-09-02,2013-09-17
1obisQNOcikRvTdStbW3pG,Go Big Or Go Home,Old Current,2018-09-02,2016-07-01
4ZYs36pYTElML33GLe64ig,Highs & Lows,Old Current,2018-09-06,2018-06-29
3bUApnYMVCEs2Ds9FsXGs5,Dynasty,Old Current,2018-09-06,2016-09-14
4sxe4Ba0D8gEPmEsVloc84,Dreamer,Old Current,2018-09-09,2017-02-24
5sCvipEhpAhVhu3K6kzm1P,2 / 14,Old Current,2018-09-09,2016-04-01
6e2JJdBLwfljw9STY6FfmG,Our Father,Old Current,2018-09-16,2012-10-02
7nUMsiDn1Ex0z3csdcFSUX,Everything to You (Spontaneous),Old Current,2018-09-16,2012-10-02
0cqSEpg2nYbneh7RGNrDcp,Letters,Old Current,2018-09-17,2018-06-15
0ahR0jQUWxPDXe5msjcyBi,Heart Haunting,Old Current,2018-09-17,2016-09-15
6k7XKEdFxepEpxbwjeOZqI,Pretty Girl,Old Current,2018-09-17,2018-06-15
4IXpcQ90TMKBw0hS0x6DgV,Favorite Day,Old Current,2018-09-17,2016-10-08
2Quhl5m3TOPxlxNcv7ZIIa,Bonfire Light,Old Current,2018-09-17,2017-07-14
7fE0J30nKBfe6UaHulRdkg,Restless Ones,Old Current,2018-09-17,2018-06-15
6Xlnd3g2cHVO1jcQEnF1nm,Almost Home,Old Current,2018-09-17,2017-07-14
1s5o8ElVSk5KJdENI6jvVe,Beautiful,Old Current,2018-09-17,2017-07-14
4Gyl6soL39lKFSh7bST8Lf,Find Your One,Old Current,2018-09-17,2017-07-14
5gsRFy5HwR3uCV0uVNvM2R,In The End,Old Current,2018-09-17,2017-02-24
6sDyEtZi9sN3h76lGN4i8A,Love Reclaims the Atmosphere,Old Current,2018-09-19,2011
6mUD6wkPKfuhNNaIGJOiUC,Anybody Out There?,Old Current,2018-09-19,1998-01-01
1P2U3LMx2Rj3pVmnmT4LSd,Basic Instructions,Old Current,2018-09-19,1998-01-01
0R0CpA3ITTY8sRgXCNNvN8,Desert Song - Live In Australia/2009,Old Current,2018-09-19,2009-05-09
0bt22Pke8uyTr7az9pseW9,We Found Love,Old Current,2018-09-22,2013-01-11
47EB5UKcMRu1A5NCgzv6Sr,Between U And Me,Old Current,2018-09-20,2018-07-06
4MTAzJrRxvLxCOfHWU9ZiL,It's Our Time,Old Current,2018-09-22,2018-06-12
6tjDAG0A92Xyb7M0612fjn,Let Me Love You,Old Current,2018-09-22,2010-01-01
4H2Davitkr35llXASo6zJ7,Nobody Loves Me Like You,Old Current,2018-09-22,2018-08-17
0jOSpB2zK2O0SNxj8ZT5lp,How Great Is Our God,Old Current,2018-09-22,2011-01-01
0bt22Pke8uyTr7az9pseW9,We Found Love,Old Current,2018-09-22,2013-01-11
3Ysfuop1ycnBKVcSJnK6W0,Russian Roulette,Old Current,2018-10-03,2016-07-22
1var9mNP1RLTlu8qVDji0F,Till I Found You,Old Current,2018-10-03,2018-04-27
3ft8XO7rcEwlAQ1tr1EunE,You Make Me Brave (Studio Version),Old Current,2018-10-06,2014-06-17
5B8Lofpu4fWlOWC3nPrxmo,In over My Head (Crash over Me) [Live],Old Current,2018-10-06,2015-01-27
5v5FuWJ3TaHW80hqH39Pzb,Starlight (Live),Old Current,2018-10-06,2017-04-07
4YQhxn2jZE0jdLCVznXbl7,Extravagant (Live) [Acoustic Bonus Track],Old Current,2018-10-06,2017-04-07
1vvKpTt15DT2xWA6mNcF6o,We Will Dance,Old Current,2018-10-07,2003-01-01
40WDnUnzQL4XTo81vUJlKt,All Of Me,Old Current,2018-10-07,2011-01-01
3lrdSlKaiOHR1vXyS4Ctjj,Nothing's Beyond Broken,Old Current,2018-10-07,2018-06-01
7LjiqiOFAZPc4SquVHq7mO,The Maker,Old Current,2018-10-07,2015-04-07
7C1UfKbTHSjLOvufnfdWbl,Starry Night,Old Current,2018-10-07,2010-08-24
0jdsdlhKG4VcDxT2WKKZfl,7X70,Old Current,2018-10-07,2010-08-24
3mnHYcOiuGdSlsAiIKde12,Pieces,Old Current,2018-10-07,2016-10-07
4gOKl65mwqty8RGiokhv3h,Your Love,Old Current,2018-10-07,2011-10-04
0hjwwsqVDoPuXZyl4wznBE,You're Beautiful,Old Current,2018-10-07,2007-10-02
6DtrhlvAAd9BO0ldzVbJzP,It Ain't Me,Old Current,2018-10-11,2017-04-21
367yPvrZCiD6vHvOZqLO8V,Be Still,Old Current,2018-10-11,2014-02-25
526NvYzKFMNDmJJV5trpyt,Love Me Like You,Old Current,2018-10-12,2018-07-20
1IrkFsBomEMK2zgq6GD9XS,Your Love Is My Home,Old Current,2018-10-12,2017-08-01
34uh8wBUPeP73bO1awrXWZ,Once Red,Old Current,2018-10-12,2017-11-03
2hnxrRNzF74mdDzpQZQukQ,There's No Way (feat. Julia Michaels),Old Current,2018-10-22,2018-09-27
7EixVppWsnZOvJJ4ZqET14,Good Life,Old Current,2018-10-16,2017-10-20
2WCyJQZOrItk8WNlKcjh3F,All for You,Old Current,2018-10-22,2018-04-27
4jPyfQPg9B877b1GRE95sc,Steady,Old Current,2018-10-22,2017-05-09
